trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
189,False,"{'e': 0.6409, 'a': 0.38}",30,8,-94.87874767617954,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 2}",1
190,False,"{'e': 0.6371, 'a': 0.38}",20,5,-39.656923216357065,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
191,False,"{'e': 0.63328, 'a': 0.38}",30,0,-52.7211299803321,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
192,False,"{'e': 0.62944, 'a': 0.38}",20,13,12.255309471528049,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'e': 0.62558, 'a': 0.38}",25,16,-17.537014203475017,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
194,False,"{'e': 0.6217, 'a': 0.38}",25,10,-65.3716133995926,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
195,False,"{'e': 0.6178, 'a': 0.38}",25,11,-52.79553708180668,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
196,False,"{'e': 0.61388, 'a': 0.38}",25,9,-13.171315139167705,"{0: 13, 1: 2, 2: 0, 3: 1, 4: 0}",1
197,False,"{'e': 0.6099399999999999, 'a': 0.38}",30,8,-100.65364841568702,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 1}",1
198,False,"{'e': 0.60598, 'a': 0.38}",20,0,-23.556025863868005,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
199,False,"{'e': 0.602, 'a': 0.38}",25,17,-29.840049127332982,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
200,False,"{'e': 0.598, 'a': 0.38}",20,0,-64.54343970904296,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
201,False,"{'e': 0.59398, 'a': 0.38}",25,12,-65.35809345787071,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 1}",1
202,False,"{'e': 0.5899399999999999, 'a': 0.38}",20,0,-7.9567355158797275,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
203,False,"{'e': 0.58588, 'a': 0.38}",20,0,-49.9253068755805,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",1
204,False,"{'e': 0.5818, 'a': 0.38}",20,0,-52.68185601727575,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
205,False,"{'e': 0.5777, 'a': 0.38}",30,0,-59.10637970561704,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",0
206,False,"{'e': 0.57358, 'a': 0.38}",30,12,1.6589883155240885,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
207,False,"{'e': 0.56944, 'a': 0.38}",35,25,6.7609821743287615,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'e': 0.5652799999999999, 'a': 0.38}",20,6,-11.088526304569022,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
209,False,"{'e': 0.5610999999999999, 'a': 0.38}",20,0,-50.070622112146815,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
210,False,"{'e': 0.5569, 'a': 0.38}",20,0,-95.67905448063904,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
211,False,"{'e': 0.55268, 'a': 0.38}",25,2,-10.53045137392795,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
212,False,"{'e': 0.5484399999999999, 'a': 0.38}",25,12,-10.71538203404762,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
213,False,"{'e': 0.5441799999999999, 'a': 0.38}",25,0,-28.677262703253255,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
214,False,"{'e': 0.5398999999999999, 'a': 0.38}",20,2,-56.86216616995045,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 0}",1
215,False,"{'e': 0.5356, 'a': 0.38}",25,12,-36.71002211987195,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
216,False,"{'e': 0.53128, 'a': 0.38}",30,0,-20.831300942246283,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
217,False,"{'e': 0.52694, 'a': 0.38}",20,7,1.1582092962282835,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
218,False,"{'e': 0.5225799999999999, 'a': 0.38}",30,11,-6.014568732247787,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
219,False,"{'e': 0.5181999999999999, 'a': 0.38}",25,14,-31.81273796236643,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
220,False,"{'e': 0.5137999999999999, 'a': 0.38}",20,9,-12.57305114302694,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
221,False,"{'e': 0.5093799999999999, 'a': 0.38}",30,7,-2.3354109887285306,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
222,False,"{'e': 0.5049399999999999, 'a': 0.38}",25,3,-46.07134989133146,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 0}",1
223,False,"{'e': 0.5004799999999999, 'a': 0.38}",20,0,-3.0559824191751064,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
224,False,"{'e': 0.49599999999999994, 'a': 0.38}",25,5,7.806097557128396,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
225,False,"{'e': 0.49149999999999994, 'a': 0.38}",30,5,-84.17057421585294,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",1
226,False,"{'e': 0.4869799999999999, 'a': 0.38}",20,10,-29.169580968933413,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
227,False,"{'e': 0.4824399999999999, 'a': 0.38}",25,2,-15.427398847087884,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
228,False,"{'e': 0.4778799999999999, 'a': 0.38}",25,17,7.004258022164675,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
229,False,"{'e': 0.47329999999999994, 'a': 0.38}",20,11,-39.62944959354782,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
230,False,"{'e': 0.46869999999999995, 'a': 0.38}",20,3,13.829770741956741,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
231,False,"{'e': 0.46407999999999994, 'a': 0.38}",25,15,18.210037486440967,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'e': 0.45943999999999996, 'a': 0.38}",20,5,-18.00783532048799,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
233,False,"{'e': 0.45477999999999996, 'a': 0.38}",25,15,5.865532635855075,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
234,False,"{'e': 0.45009999999999994, 'a': 0.38}",25,1,-14.029376264726032,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 0}",1
235,False,"{'e': 0.44539999999999996, 'a': 0.38}",20,8,-25.186344741274144,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
236,False,"{'e': 0.44067999999999996, 'a': 0.38}",20,9,-27.962589457907676,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
237,False,"{'e': 0.43593999999999994, 'a': 0.38}",25,11,-29.937128405073764,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
238,False,"{'e': 0.43117999999999995, 'a': 0.38}",30,15,-28.830505465552335,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
239,False,"{'e': 0.42639999999999995, 'a': 0.38}",25,0,-31.5896771365901,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
240,False,"{'e': 0.4215999999999999, 'a': 0.38}",25,14,-26.330343957510067,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
241,False,"{'e': 0.41677999999999993, 'a': 0.38}",20,15,0.7530427708707936,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
242,False,"{'e': 0.4119399999999999, 'a': 0.38}",20,13,16.969584190060587,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'e': 0.40707999999999994, 'a': 0.38}",25,0,-18.43486652631231,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
244,False,"{'e': 0.40219999999999995, 'a': 0.38}",30,8,-46.840593561982786,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 1}",1
245,False,"{'e': 0.39729999999999993, 'a': 0.38}",25,11,-20.064533560311787,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
246,False,"{'e': 0.39237999999999995, 'a': 0.38}",20,7,-31.790758014212052,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
247,False,"{'e': 0.38743999999999995, 'a': 0.38}",20,10,5.334438787231392,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'e': 0.38247999999999993, 'a': 0.38}",20,3,-40.13421237746503,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
249,False,"{'e': 0.37749999999999995, 'a': 0.38}",20,16,5.668287436022668,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'e': 0.37249999999999994, 'a': 0.38}",20,9,-11.205223937745762,"{0: 7, 1: 3, 2: 1, 3: 0, 4: 0}",1
251,False,"{'e': 0.3674799999999999, 'a': 0.38}",25,4,-5.223055395959775,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
252,False,"{'e': 0.36243999999999993, 'a': 0.38}",35,22,2.5889024670217835,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
253,False,"{'e': 0.3573799999999999, 'a': 0.38}",20,8,17.051000279322004,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'e': 0.35229999999999995, 'a': 0.38}",20,16,8.665082064015014,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'e': 0.34719999999999995, 'a': 0.38}",20,11,4.626385561559651,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'e': 0.34207999999999994, 'a': 0.38}",30,9,2.1689636874380396,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
257,False,"{'e': 0.33693999999999996, 'a': 0.38}",20,0,-17.93226834454238,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
258,False,"{'e': 0.33177999999999996, 'a': 0.38}",25,10,-21.027569568591716,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
259,False,"{'e': 0.32659999999999995, 'a': 0.38}",20,1,5.111891290782488,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
260,False,"{'e': 0.32139999999999996, 'a': 0.38}",20,13,14.939497889173612,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'e': 0.31617999999999996, 'a': 0.38}",25,9,23.002004812958834,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'e': 0.31093999999999994, 'a': 0.38}",20,12,16.432444333492562,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'e': 0.30567999999999995, 'a': 0.38}",20,3,4.922524320826361,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
264,False,"{'e': 0.30039999999999994, 'a': 0.38}",20,9,-4.386230355259211,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
265,False,"{'e': 0.2950999999999999, 'a': 0.38}",25,8,-23.490033871821115,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
266,False,"{'e': 0.2897799999999999, 'a': 0.38}",25,17,-26.400786344045148,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
267,False,"{'e': 0.2844399999999999, 'a': 0.38}",20,12,5.3364293073230815,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
268,False,"{'e': 0.27907999999999994, 'a': 0.38}",20,16,6.070953802128303,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'e': 0.27369999999999994, 'a': 0.38}",20,14,-0.39678034405317675,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
270,False,"{'e': 0.2682999999999999, 'a': 0.38}",30,0,-25.10744930763595,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
271,False,"{'e': 0.26287999999999995, 'a': 0.38}",20,0,8.211826645656464,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
272,False,"{'e': 0.25743999999999995, 'a': 0.38}",30,19,17.52425886487657,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'e': 0.2519799999999999, 'a': 0.38}",20,0,-11.628924867673376,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
274,False,"{'e': 0.2464999999999999, 'a': 0.38}",25,15,-14.341314552186224,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
275,False,"{'e': 0.2409999999999999, 'a': 0.38}",20,16,7.2340903595218435,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'e': 0.2354799999999999, 'a': 0.38}",20,10,-2.4234886621939364,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
277,False,"{'e': 0.22993999999999992, 'a': 0.38}",30,18,18.96984372476864,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
278,False,"{'e': 0.2243799999999999, 'a': 0.38}",20,1,17.468901721910672,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'e': 0.2187999999999999, 'a': 0.38}",25,14,13.082566525828137,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
280,False,"{'e': 0.21319999999999992, 'a': 0.38}",20,6,25.16892353476528,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'e': 0.2075799999999999, 'a': 0.38}",30,15,19.128554239387018,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
282,False,"{'e': 0.2019399999999999, 'a': 0.38}",25,15,13.992774193320429,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'e': 0.1962799999999999, 'a': 0.38}",35,7,25.707474841179913,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 0}",1
284,False,"{'e': 0.1905999999999999, 'a': 0.38}",20,16,7.778120163244063,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'e': 0.1848999999999999, 'a': 0.38}",30,22,15.915722926098368,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'e': 0.1791799999999999, 'a': 0.38}",30,14,8.077481354410022,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
287,False,"{'e': 0.1734399999999999, 'a': 0.38}",35,9,31.568127772842452,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'e': 0.1676799999999999, 'a': 0.38}",20,12,0.01223879141428963,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'e': 0.1618999999999999, 'a': 0.38}",20,8,21.233483395170303,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'e': 0.1560999999999999, 'a': 0.38}",20,14,10.848813632719967,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'e': 0.1502799999999999, 'a': 0.38}",20,0,21.15392662392827,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
292,False,"{'e': 0.1444399999999999, 'a': 0.38}",30,4,-23.191559742663532,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 1}",1
1,True,"{'e': 0, 'a': 0}",30,18,21.724215154720344,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'e': 0, 'a': 0}",30,18,22.873868339696227,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'e': 0, 'a': 0}",20,13,14.209967674345927,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'e': 0, 'a': 0}",30,20,19.619226683167057,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'e': 0, 'a': 0}",20,14,11.129696149423973,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'e': 0, 'a': 0}",20,3,33.079835576444786,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'e': 0, 'a': 0}",20,14,12.76559940650084,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'e': 0, 'a': 0}",25,8,33.266537542900146,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'e': 0, 'a': 0}",20,12,12.889045749007373,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'e': 0, 'a': 0}",25,11,26.52534616459714,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
